 Project Type,Category,Sub Category,Model,Serial No.,UDISE Code
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318643,18120516303
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318828,18120516502
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318601,18120514303
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318736,18120516410
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319263,18120617205
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318911,18120602309
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319266,18120602305
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318816,18120602501
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318796,18310401503
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318933,18310434106
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319333,18310414603
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319335,18310402414
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318923,18310402501
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318788,18310413308
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318888,18310407201
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318646,18310405302
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318632,18310413502
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318616,18310416603
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318599,18310413211
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318574,18310416004
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318726,18310400503
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319295,18310404606
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318613,18310427007
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318780,18310427205
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319292,18310429904
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318925,18310406505
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319242,18310409406
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318922,18310407804
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318940,18310409605
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318545,18310413105
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318792,18310433402
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318881,18310433304
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318804,18310413218
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318568,18310425002
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318946,18090404601
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318944,18090405802
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318641,18090301007
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318841,18100616205
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319248,18100620903
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318929,18100602004
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318883,18101003402
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318670,18070102001
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318918,18070102303
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318767,18070400408
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318870,18070211001
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318871,18070217610
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318864,18070209203
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319300,18070200901
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318619,18070208801
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318734,18070207502
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319260,18070203404
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319278,18070212806
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318747,18160310803
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319252,18160214101
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318770,18160210511
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319286,18160210506
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319321,18160223202
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319294,18160412001
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318868,18160408504
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318627,18160606404
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318800,18160603706
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319250,18160614506
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318964,18110306702
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318854,18110306909
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318750,18110300407
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318912,18110206002
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318914,18110210106
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319255,18110208807
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318758,18110115304
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319309,18110103001
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318802,18320711605
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318878,18320717305
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318618,18240126908
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318906,18240117601
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318733,18140100107
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318561,18140118111
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318889,18140118110
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318754,18140101404
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318805,18140101709
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318897,18140241802
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319235,18140323803
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319239,18140501302
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318672,18260115702
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318555,18260316310
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318955,18330723502
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319251,18330703004
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318777,18330705802
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318941,18331006903
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319337,18331005102
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318806,18331003203
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318892,18331003802
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318729,18331006904
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319265,18331003208
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318664,18331006803
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318724,18331004602
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318620,18331003002
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318547,18050606402
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318606,18050210403
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319282,18050207805
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319328,18050305904
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318713,18280733902
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318947,18040416108
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319317,18040305602
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318782,18210111805
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319220,18210132902
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319264,18210410006
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318563,18210410605
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319319,18210725701
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2318949,18080315003
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318581,18080306204
KYAN,IT hardware,K-Yan,School Net,KPIVQ4W2318659,18080303304
KYAN,IT hardware,K-Yan,School Net,KPIVQ4WC2319303,18080213504
